RequestID|StartDate|EndDate|AgencyCode|AgencyName|AgencyDivision|TypeOfNoticeCode|TypeOfNoticeDescription|CategoryCode|CategoryDescription|ShortTitle|SelectionMethodCode|SelectionMethodDescription|SectionID|SectionName|SpecialCaseReasonCode|SpecialCaseReasonDescription|PIN|DueDate|AddressToRequest|ContactName|ContactPhone|Email|AddressToSubmit|ContractAmount|RequestedBy|PhoneRequested|ConfirmationNumber|ContactFax|AdditionalDescription|OtherInfo|VendorName|VendorAddress|Printout
20141021003|2014-10-28 00:00:00|2014-10-28 00:00:00|836|Finance||2|Award|7|Services (other than human services)|SAP BUSINESS OBJECTS SOFTWARE MAINTENANCE AND SUPPORT|15|Renewal|6|Procurement|||83613O0018001A002|||||||303801.06|someuser|5511234567|20141021003||Option to renew the original agreement under which Dell is providing SAP Business Objects Software Maintenance and Support.||Dell Marketing L.P.|One Dell Way, MS RR8-07 Round Rock TX 78682|SAP BUSINESS OBJECTS SOFTWARE MAINTENANCE AND SUPPORT - Renewal - PIN# 83613O0018001A002 - AMT: $303,801.06 - TO: Dell Marketing L.P., One Dell Way, MS RR8-07 Round Rock TX 78682.   Option to renew the original agreement under which Dell is providing SAP Business Objects Software Maintenance and Support.
20141010008|2014-10-20 00:00:00|2014-10-20 00:00:00|836|Finance|Agency Chief Contracting Officer|2|Award|7|Services (other than human services)| OUT OF STATE DMV REGISTRATION RETRIEVAL SERVICES CONTRACT |1|Competitive Sealed Bids|6|Procurement|||83614B0001001|||||||361954.05|someuser|5511234567|20141010008||||Law Enforcement Systems, LLC|633 W Wisconsin Ave, Ste 1600, Milwaukee, WI 53203| OUT OF STATE DMV REGISTRATION RETRIEVAL SERVICES CONTRACT  - Competitive Sealed Bids - PIN# 83614B0001001 - AMT: $361,954.05 - TO: Law Enforcement Systems, LLC, 633 W Wisconsin Ave, Ste 1600, Milwaukee, WI 53203. 
20141208009|2014-12-15 00:00:00|2014-12-15 00:00:00|836|Finance|Agency Chief Contracting Officer|2|Award|2|Goods and Services|CISCO EQUIPMENT FOR STATEN ISLAND BUSINESS CENTER|1|Competitive Sealed Bids|6|Procurement|||8361483615INT00002|||||||145439.14|someuser|5511234567|20141208009||||IP Logic, Inc|17 British American Blvd., Latham, NY 12110|CISCO EQUIPMENT FOR STATEN ISLAND BUSINESS CENTER - Competitive Sealed Bids - PIN# 8361483615INT00002 - AMT: $145,439.14 - TO: IP Logic, Inc, 17 British American Blvd., Latham, NY 12110. 
20141114024|2014-11-21 00:00:00|2014-11-21 00:00:00|836|Finance|Agency Chief Contracting Officer|2|Award|7|Services (other than human services)|GENERAL BANKING SERVICES|5|Negotiated Acquisition|6|Procurement|5|Other (Describe below in Other Legally Mandated Information)|83613N0002001|||||||180000|someuser|5511234567|20141114024||N/A|This contract with TD Bank, N.A will allow City Agencies to quickly and efficiently continue to utilize existing bank accounts with TD Bank.|TD Bank, NA|317 Madison Avenue, 2nd Floor, New York, NY 10017 |GENERAL BANKING SERVICES - Negotiated Acquisition - PIN# 83613N0002001 - AMT: $180,000.00 - TO: TD Bank, NA, 317 Madison Avenue, 2nd Floor, New York, NY 10017 .   N/A This contract with TD Bank, N.A will allow City Agencies to quickly and efficiently continue to utilize existing bank accounts with TD Bank.
20141208008|2014-12-10 00:00:00|2014-12-10 00:00:00|836|Finance|Agency Chief Contracting Officer|2|Award|7|Services (other than human services)|RESPONSIBLE BANKING BILL SERVICES  RFP |23|Request for Proposals|6|Procurement|||83614P0001001|||||||717000|someuser|5511234567|20141208008||||Econsult Solutions, Inc. |1435 Walnut Street, Suite 300, Philadelphia, PA 19102|RESPONSIBLE BANKING BILL SERVICES  RFP  - Request for Proposals - PIN# 83614P0001001 - AMT: $717,000.00 - TO: Econsult Solutions, Inc. , 1435 Walnut Street, Suite 300, Philadelphia, PA 19102. 
20141103030|2014-11-12 00:00:00|2014-11-12 00:00:00|836|Finance|OFFICE OF THE ACCO|2|Award|7|Services (other than human services)|DEBT COLLECTION SERVICES - NEGOTIATED ACQUISITION EXTENSION |5|Negotiated Acquisition|6|Procurement|5|Other (Describe below in Other Legally Mandated Information)|83607B0001CNVN001|||||||1278720|someuser|5511234567|20141103030||This is an extension of an existing contract for debt collection services.|This notice is required as per the NYC Procurement Policy Board rules. This is not a solicitation of services.|Universal Fidelity, Lp|16325 Westheimer Road, Houston, TX 77082|DEBT COLLECTION SERVICES - NEGOTIATED ACQUISITION EXTENSION  - Negotiated Acquisition - PIN# 83607B0001CNVN001 - AMT: $1,278,720.00 - TO: Universal Fidelity, Lp, 16325 Westheimer Road, Houston, TX 77082.   This is an extension of an existing contract for debt collection services. This notice is required as per the NYC Procurement Policy Board rules. This is not a solicitation of services.
20141121018|2014-12-01 00:00:00|2014-12-05 00:00:00|836|Finance|Agency Chief Contracting Officer|4|Intent to Award|7|Services (other than human services)|IBM CONSULTING  AND  TECHNICAL SERVICES  NEGOTIATED ACQUISITION EXTENSION|5|Negotiated Acquisition|6|Procurement|5|Other (Describe below in Other Legally Mandated Information)|83610X0005CNVN001|2014-12-15 10:00:00|1 Centre Street, 10th Floor, Room 1040, New York, NY 10007|Simone Gainey|2126027029|gaineys@finance.nyc.gov|1 Centre Street, 10th Floor, Room 1040, New York, NY 10007||someuser|5511234567|20141121018|2126694294|An extension of services is required to continue IBM consulting and technical services with the current vendor for an additional twelve (12) month contract commencing January 1, 2015.|This notice is required as per the NYC Procurement Policy Board rules. This is NOT a solicitation for services.|||IBM CONSULTING  AND  TECHNICAL SERVICES  NEGOTIATED ACQUISITION EXTENSION - Negotiated Acquisition - PIN# 83610X0005CNVN001 - Due 12-15-14 at 10:00 A.M.  An extension of services is required to continue IBM consulting and technical services with the current vendor for an additional twelve (12) month contract commencing January 1, 2015. This notice is required as per the NYC Procurement Policy Board rules. This is NOT a solicitation for services.
20141007031|2014-10-15 00:00:00|2014-10-21 00:00:00|127|Financial Information Services Agency|Procurement|4|Intent to Award|7|Services (other than human services)|IBM GENTRAN INTEGRATION SUITE (GIS) SUBSCRIPTION AND SUPPORT|15|Renewal|6|Procurement|||127FY1500033|2014-10-22 10:00:00|450 W 33rd Street, 4th Floor, New York, NY 10001|Kwame James|2128571653|kjames@fisa.nyc.gov|450 West 33rd Street, 4th floor, New York, NY 10001||someuser|5511234567|20141007031|2128571004|Pursuant to Section 4-04 of the Procurement Policy Board Rules (PPB) the Financial Information Services Agency (FISA) seeks to renew its current contract with International Business Machines Corporation located at 1 New Orchard Rd. Armonk, NY 10504-1722, for IBM Gentran Integration Suite (GIS) Subscription and Support.   IBM Gentran Integration Suite (GIS) is used to facilitate secure file transfers for entities external to FISA (agency to agency, and outside the City) using standard secure, encrypted transmission protocols.The original contract contains an option to renew for successive terms not to exceed a total of three years. FISA is looking to renew the annual subscription and support of these software licenses.  The term of this contract shall be from 1/1/15 - 12/31/15.   A copy of the contract summary can be provided by contacting Kwame James by mail or e-mail.||||IBM GENTRAN INTEGRATION SUITE (GIS) SUBSCRIPTION AND SUPPORT - Renewal - PIN# 127FY1500033 - Due 10-22-14 at 10:00 A.M.  Pursuant to Section 4-04 of the Procurement Policy Board Rules (PPB) the Financial Information Services Agency (FISA) seeks to renew its current contract with International Business Machines Corporation located at 1 New Orchard Rd. Armonk, NY 10504-1722, for IBM Gentran Integration Suite (GIS) Subscription and Support.   IBM Gentran Integration Suite (GIS) is used to facilitate secure file transfers for entities external to FISA (agency to agency, and outside the City) using standard secure, encrypted transmission protocols.The original contract contains an option to renew for successive terms not to exceed a total of three years. FISA is looking to renew the annual subscription and support of these software licenses.  The term of this contract shall be from 1/1/15 - 12/31/15.   A copy of the contract summary can be provided by contacting Kwame James by mail or e-mail.
20141201030|2014-12-08 00:00:00|2014-12-08 00:00:00|057|Fire Department||2|Award|2|Goods and Services|AMBULANCE TRANSPORT INVOICING|3|Competitive Sealed Proposals|6|Procurement|2|Judgment required in evaluating proposals|057140001202|||||||48673380|someuser|5511234567|20141201030||||Advance Data Processing, Inc. dba Intermedix|6451 North Federal Highway, Suite 1000, fort Lauderdale, FL 33308|AMBULANCE TRANSPORT INVOICING - Competitive Sealed Proposals - Judgment required in evaluating proposals - PIN# 057140001202 - AMT: $48,673,380.00 - TO: Advance Data Processing, Inc. dba Intermedix, 6451 North Federal Highway, Suite 1000, fort Lauderdale, FL 33308. 
20141202016|2014-12-09 00:00:00|2014-12-09 00:00:00|057|Fire Department||2|Award|2|Goods and Services|IMPLEMENTATION, HOSTING, TRAINING, MAINTENANCE AND TECHNICAL SUPPORT OF A HOSTED PREDICTIVE DIALER SYSTEM|3|Competitive Sealed Proposals|6|Procurement|2|Judgment required in evaluating proposals|057140000939|||||||1295800|someuser|5511234567|20141202016||ePin; 05714P0001001||Vanguard Direct Inc.           |519  8th Avenue  23rd Floor , New York, NY 10018|IMPLEMENTATION, HOSTING, TRAINING, MAINTENANCE AND TECHNICAL SUPPORT OF A HOSTED PREDICTIVE DIALER SYSTEM - Competitive Sealed Proposals - Judgment required in evaluating proposals - PIN# 057140000939 - AMT: $1,295,800.00 - TO: Vanguard Direct Inc.           , 519  8th Avenue  23rd Floor , New York, NY 10018.   ePin; 05714P0001001
20141021020|2014-10-29 00:00:00|2014-10-29 00:00:00|057|Fire Department||2|Award|2|Goods and Services|REPAIR AND REPLACEMENT OF FRONT AND REAR SPRINGS ON SINGLE REAR AXLE VEHICLES|1|Competitive Sealed Bids|6|Procurement|||057140001367|||||||550350|someuser|5511234567|20141021020|||ePin 05714B0010001|Long Life Truck  and  Auto Spring Company, |3904  Fort hamilton Parkway, Brooklyn, N.Y.  11218|REPAIR AND REPLACEMENT OF FRONT AND REAR SPRINGS ON SINGLE REAR AXLE VEHICLES - Competitive Sealed Bids - PIN# 057140001367 - AMT: $550,350.00 - TO: Long Life Truck  and  Auto Spring Company, , 3904  Fort hamilton Parkway, Brooklyn, N.Y.  11218.  ePin 05714B0010001
20141021019|2014-10-29 00:00:00|2014-10-29 00:00:00|057|Fire Department||2|Award|2|Goods and Services|REPAIR AND REPLACEMENT OF FRONT AND REAR SPRINGS ON TANDEM REAR AXLE|1|Competitive Sealed Bids|6|Procurement|||057140001366|||||||394465|someuser|5511234567|20141021019|||ePin No. 05714B0009001|Long Life Truck  and  Auto Spring Company|3904 Fort Hamilton Parkway, Brooklyn, N.Y.  11218|REPAIR AND REPLACEMENT OF FRONT AND REAR SPRINGS ON TANDEM REAR AXLE - Competitive Sealed Bids - PIN# 057140001366 - AMT: $394,465.00 - TO: Long Life Truck  and  Auto Spring Company, 3904 Fort Hamilton Parkway, Brooklyn, N.Y.  11218.  ePin No. 05714B0009001
20141027018|2014-11-03 00:00:00|2014-11-03 00:00:00|057|Fire Department|Fiscal Services|2|Award|4|Construction Related Services|GENERAL CONTRACTING SERVICES (ON-CALL) FOR FDNY FACILITIES IN|1|Competitive Sealed Bids|6|Procurement|||057140001379|||||||21415580|someuser|5511234567|20141027018|||VENDOR SOURCE # 86128. EPIN # 05714B0011001|ZHL Group, Inc.|2383 Mcdonald Avenue, Brooklyn N Y 11223|GENERAL CONTRACTING SERVICES (ON-CALL) FOR FDNY FACILITIES IN - Competitive Sealed Bids - PIN# 057140001379 - AMT: $21,415,580.00 - TO: ZHL Group, Inc., 2383 Mcdonald Avenue, Brooklyn N Y 11223.  VENDOR SOURCE # 86128. EPIN # 05714B0011001
20141027019|2014-11-03 00:00:00|2014-11-03 00:00:00|057|Fire Department|Fiscal Services|2|Award|4|Construction Related Services|GENERAL CONTRACTING SERVICES (ON-CALL) FOR FDNY FACILITIES IN THE|1|Competitive Sealed Bids|6|Procurement|||057140001380|||||||24793710|someuser|5511234567|20141027019|||Vendor Source # 86129, EPIN # 05714B0012001|ZHL Group, Inc.|2383 Mcdonald Avenue, Brooklyn NY 11223|GENERAL CONTRACTING SERVICES (ON-CALL) FOR FDNY FACILITIES IN THE - Competitive Sealed Bids - PIN# 057140001380 - AMT: $24,793,710.00 - TO: ZHL Group, Inc., 2383 Mcdonald Avenue, Brooklyn NY 11223.  Vendor Source # 86129, EPIN # 05714B0012001
20141218002|2014-12-29 00:00:00|2014-12-29 00:00:00|057|Fire Department|Fiscal Services|2|Award|7|Services (other than human services)|LOCKBOX PROCESSING SERVICES|5|Negotiated Acquisition|6|Procurement|5|Other (Describe below in Other Legally Mandated Information)|057140001542|||||||30000|someuser|5511234567|20141218002||Provision of Lockbox Processing Services, Deposit Services, and Daily pick up of Funds from the Fire Department Headquarters.|There is a compelling need to extend a contract for the continuing services. ePIN 05711P0004CNVN001|Citibank N A                  |Travel Card 701 E 60th Street N, Sioux Falls, SD 57117|LOCKBOX PROCESSING SERVICES - Negotiated Acquisition - PIN# 057140001542 - AMT: $30,000.00 - TO: Citibank N A                  , Travel Card 701 E 60th Street N, Sioux Falls, SD 57117.   Provision of Lockbox Processing Services, Deposit Services, and Daily pick up of Funds from the Fire Department Headquarters. There is a compelling need to extend a contract for the continuing services. ePIN 05711P0004CNVN001
20141112018|2014-11-13 00:00:00|2014-11-13 00:00:00|057|Fire Department||1|Solicitation|7|Services (other than human services)|CORRECTION: ADMINISTRATIVE AND ENVIRONMENTAL CONSULTING SERVICES REQUIRED UNDER ULURP AND ENVIRONMENTAL QUALITY REVIEW PROCEDURES|23|Request for Proposals|6|Procurement|||057150000001|2014-11-25 16:00:00|9 MetroTech Center, 5th Floor, 5W-15-K, Brooklyn, NY 11201|Tetyana Sydoruk|7189992333|contracts@fdny.nyc.gov|9 MetroTech Center, 5th Floor, 5W-15-K, Brooklyn, NY 11201||someuser|5511234567|20141112018|7189990177|CORRECTION: CORRECTION: The Fire Department of the City of New York seeks a qualified Contractor to provide administrative and environmental consulting services for the preparation and submission of documentation required pursuant to the Uniform Land Use Review Procedure (“ULURP”) in connection with the acquisition and development of real property for Fire Department facilities, and other agency actions. Services shall include but not be limited to the preparation of City Environmental Quality Review (CEQR), State Environmental Quality Review (SEQRA), City Facilities siting criteria, commonly known as the “Fair Share Criteria”, and Uniform Land Use Review Procedure (ULURP) and review of proposed legislation, rules or other regulatory actions related to fire safety and fire prevention that are subject to environmental or other review.|Bidders are hereby advised that this contract is subject to Local Law 1 M/WBE requirements. E-PIN: 05714P0005. VENDOR SOURCE #87359|||CORRECTION: ADMINISTRATIVE AND ENVIRONMENTAL CONSULTING SERVICES REQUIRED UNDER ULURP AND ENVIRONMENTAL QUALITY REVIEW PROCEDURES - Request for Proposals - PIN# 057150000001 - Due 11-25-14 at 4:00 P.M.  CORRECTION: CORRECTION: The Fire Department of the City of New York seeks a qualified Contractor to provide administrative and environmental consulting services for the preparation and submission of documentation required pursuant to the Uniform Land Use Review Procedure (“ULURP”) in connection with the acquisition and development of real property for Fire Department facilities, and other agency actions. Services shall include but not be limited to the preparation of City Environmental Quality Review (CEQR), State Environmental Quality Review (SEQRA), City Facilities siting criteria, commonly known as the “Fair Share Criteria”, and Uniform Land Use Review Procedure (ULURP) and review of proposed legislation, rules or other regulatory actions related to fire safety and fire prevention that are subject to environmental or other review. Bidders are hereby advised that this contract is subject to Local Law 1 M/WBE requirements. E-PIN: 05714P0005. VENDOR SOURCE #87359
20141028002|2014-10-28 00:00:00|2014-10-28 00:00:00|057|Fire Department||1|Solicitation|2|Goods and Services|CORRECTION: PERSONAL PROTECTIVE EQUIPMENT (“PPE”) BUNKER APPAREL (“BUNKER GEAR”)|29|Request for Information|6|Procurement|||05715RFI0001|2014-11-13 16:00:00|9 MetroTech Center, Brooklyn, NY 11201|Tetyana Reilly|7189992333|reillyt@fdny.nyc.gov|9 MetroTech Center, Brooklyn, NY 11201||someuser|5511234567|20141028002||Addendum No. 1 Attached.|VENDOR SOURCE #87337|||CORRECTION: PERSONAL PROTECTIVE EQUIPMENT (“PPE”) BUNKER APPAREL (“BUNKER GEAR”) - Request for Information - PIN# 05715RFI0001 - Due 11-13-14 at 4:00 P.M.  Addendum No. 1 Attached. VENDOR SOURCE #87337
20141210009|2014-12-10 00:00:00|2014-12-10 00:00:00|057|Fire Department||1|Solicitation|7|Services (other than human services)|CORRECTION: PROVISION OF LICENSING, MAINTENANCE AND SUPPORT OF NOVELL PRODUCTS|1|Competitive Sealed Bids|6|Procurement|||057150000837|2014-12-23 16:00:00|9 MetroTech Center, 5th Floor, Brooklyn, NY 11201|Kristina LeGrand|7189991231|legrankm@fdny.nyc.gov|9 MetroTech Center, 5th Floor, Brooklyn, NY 11201||someuser|5511234567|20141210009|7189990177||E-PIN# 05715B0002|||CORRECTION: PROVISION OF LICENSING, MAINTENANCE AND SUPPORT OF NOVELL PRODUCTS - Competitive Sealed Bids - PIN# 057150000837 - Due 12-23-14 at 4:00 P.M. E-PIN# 05715B0002
20141016022|2014-10-16 00:00:00|2014-10-16 00:00:00|057|Fire Department||1|Solicitation|7|Services (other than human services)|CORRECTION: RADIO FREQUENCY IDENTIFICATION PLUS (RFID  PLUS  ) FIREFIGHTER LOCATOR SYSTEM|23|Request for Proposals|6|Procurement|||057140001499|2014-10-30 16:00:00|9 MetroTech Center, 5th Floor, 5S-01-K,  Brooklyn, NY 11201|Tetyana Sydoruk|7189992333|contracts@fdny.nyc.gov|9 MetroTech Center, 5th Floor, 5S-01-K,  Brooklyn, NY 11201||someuser|5511234567|20141016022|7189990177|CORRECTION: Provide development, integration, test and evaluation, procurement, installation, training, warranty and support services.|Bidders Are Hereby Advised That This Contract Is Subject To Local Law 1 M/WBE Requirements.

E-Pin: 05714P0004
Vendor Source #87114|||CORRECTION: RADIO FREQUENCY IDENTIFICATION PLUS (RFID  PLUS  ) FIREFIGHTER LOCATOR SYSTEM - Request for Proposals - PIN# 057140001499 - Due 10-30-14 at 4:00 P.M.  CORRECTION: Provide development, integration, test and evaluation, procurement, installation, training, warranty and support services. Bidders Are Hereby Advised That This Contract Is Subject To Local Law 1 M/WBE Requirements.  E-Pin: 05714P0004 Vendor Source #87114
20141009018|2014-10-09 00:00:00|2014-10-09 00:00:00|057|Fire Department||1|Solicitation|4|Construction Related Services|CORRECTION: WINDOW AND STORM DOOR REPAIR AND MAINTENANCE SERVICES|1|Competitive Sealed Bids|6|Procurement|||057150000314|2014-10-28 16:00:00|9 MetroTech Center, 5th Floor, Brooklyn, NY 11201|Kristina LeGrand|7189991234|legrankm@fdny.nyc.gov|9 MetroTech Center, 5th Floor, Brooklyn, NY 11201||someuser|5511234567|20141009018||CORRECTION: Vendor Source ID# 87172|There will be a non-mandatory pre-bid conference on October 7, 2014 at 10:00 AM at Fire Department Headquarters, 9 MetroTech Center, 5th Floor, Room 5W-3, Brooklyn, New York 11201.

Bidders are hereby advised that this contract is subject to the Project Labor Agreement (PLA).
Bidders are hereby advised that this contract is subject to Local Law 1 M/WBE Requirements. 
Vendor Source ID# 87172|||CORRECTION: WINDOW AND STORM DOOR REPAIR AND MAINTENANCE SERVICES - Competitive Sealed Bids - PIN# 057150000314 - Due 10-28-14 at 4:00 P.M.  CORRECTION: Vendor Source ID# 87172 There will be a non-mandatory pre-bid conference on October 7, 2014 at 10:00 AM at Fire Department Headquarters, 9 MetroTech Center, 5th Floor, Room 5W-3, Brooklyn, New York 11201.  Bidders are hereby advised that this contract is subject to the Project Labor Agreement (PLA). Bidders are hereby advised that this contract is subject to Local Law 1 M/WBE Requirements.  Vendor Source ID# 87172
20141202001|2014-12-01 00:00:00|2014-12-01 00:00:00|057|Fire Department|Fiscal Services|1|Solicitation|4|Construction Related Services|CORRECTION: INSPECTION, FUNCTIONALLY TESTING OF LEAK DETECTION SYSTEMS, PROVIDE PREVENTIVE MAINTENANCE FOR LEAK DETECTION SYSTEMS AND ABOVEGROUND STORAGE TANKS|1|Competitive Sealed Bids|6|Procurement|||057150000318|2014-12-10 16:00:00|9 MetroTech Center, 5W-18K, Brooklyn, NY 11201|Tetyana Sydoruk|7189992333|tetyana.sydoruk@fdny.nyc.gov|9 MetroTech Center, 5W-18K, Brooklyn, NY 11201||someuser|5511234567|20141202001|7189990177|CORRECTION: CORRECTION: The Fire Department of the City of New York seeks the services of a Contractor to provide all supervision, labor, equipment, tools, testing, materials and supplies necessary and to perform inspection, functionally testing of leak detection systems, provide preventive maintenance for leak detection systems and aboveground storage tanks, repair gasoline and diesel pumps, dispensers, and related equipment, and remove, transport, and dispose of waste petroleum products at various FDNY facilities located throughout the five (5) boroughs of the City of New York.|Bidders are hereby advised that this contract is subject to Local Law 1 M/WBE requirements.

Vendor Source ID # 87370|||CORRECTION: INSPECTION, FUNCTIONALLY TESTING OF LEAK DETECTION SYSTEMS, PROVIDE PREVENTIVE MAINTENANCE FOR LEAK DETECTION SYSTEMS AND ABOVEGROUND STORAGE TANKS - Competitive Sealed Bids - PIN# 057150000318 - Due 12-10-14 at 4:00 P.M.  CORRECTION: CORRECTION: The Fire Department of the City of New York seeks the services of a Contractor to provide all supervision, labor, equipment, tools, testing, materials and supplies necessary and to perform inspection, functionally testing of leak detection systems, provide preventive maintenance for leak detection systems and aboveground storage tanks, repair gasoline and diesel pumps, dispensers, and related equipment, and remove, transport, and dispose of waste petroleum products at various FDNY facilities located throughout the five (5) boroughs of the City of New York. Bidders are hereby advised that this contract is subject to Local Law 1 M/WBE requirements.  Vendor Source ID # 87370
20141103025|2014-11-12 00:00:00|2014-11-12 00:00:00|819|Health and Hospitals Corporation||1|Solicitation|7|Services (other than human services)|INDOOR GARAGE PARKING SPACE|1|Competitive Sealed Bids|6|Procurement|||034-0027|2014-11-24 10:00:00|160 Water Street - 13TH FLOOR|Jeannette Torres|2124423867|jeannette.torres@nychhc.org|160 Water Street - 13TH FLOOR||someuser|5511234567|20141103025|2124423872|||||INDOOR GARAGE PARKING SPACE - Competitive Sealed Bids - PIN# 034-0027 - Due 11-24-14 at 10:00 A.M.
20141204006|2014-12-10 00:00:00|2014-12-10 00:00:00|819|Health and Hospitals Corporation|Contract Services|1|Solicitation|2|Goods and Services|AIR CONDITIONING MAINTENANCE/SERVICE VARIOUS LOCATIONS|1|Competitive Sealed Bids|6|Procurement|||AC2015|2015-01-06 13:30:00|55 Water Street, 25th Floor, New York, NY 10041|Clifton Mc Laughlin|2124423658|mclaughc@nychhc.org|55 Water Street, 25th Floor, New York, NY 10041||someuser|5511234567|20141204006||New York City Health and Hospital, To Provide Emergency Repair and Preventive Maintenance Service on Air Conditioning EquipmentS at these Locations: 55 Water Street, 160 Water Street and 125 Worth Street, NYC. For Twelve (12) Months Starting April 1, 2015 to March 31, 2016 with mutually agreed options to renew for two (2) additional one (1) Year Periods from April 1, 2016 to March 31, 2017 and from April 1, 2017 to March 31, 2018 at no increase in cost.  Bid Documents Fee $25.00 (Company Check or Money Order) Payable to NYCHHC Non-refundable.    Mandatory Pre-Bid Meetings and Site Tours are as follows: 10:30 AM on Thursday, December 18, 2014 on 24th Fl (Conf. Room 24-078) at 55 Water Street, NYC and Friday, December 19, 2014 at 10:00 AM at 55 Water Street, 25th Fl.(Conf. Room 25-069).  As a pre-requisite for bidding on the contract,  you must attend one of these meetings.    Technical Questions must be submitted in writing by Email, no later than five (5) calendar days before Bid Opening to Clifton Mc Laughlin.  Requires Trade Licenses (Where Applicable). Under Article 15A of The State of New York, The Following M/WBE Goals Apply to This Contract MBE 22 percent and WBE 8 percent . These Goals Apply to any Bid Submitted of $100,000 or more. Bidders not complying with these Terms will have their bids declared Non-Responsive ||||AIR CONDITIONING MAINTENANCE/SERVICE VARIOUS LOCATIONS - Competitive Sealed Bids - PIN# AC2015 - Due 1-6-15 at 1:30 P.M.  New York City Health and Hospital, To Provide Emergency Repair and Preventive Maintenance Service on Air Conditioning EquipmentS at these Locations: 55 Water Street, 160 Water Street and 125 Worth Street, NYC. For Twelve (12) Months Starting April 1, 2015 to March 31, 2016 with mutually agreed options to renew for two (2) additional one (1) Year Periods from April 1, 2016 to March 31, 2017 and from April 1, 2017 to March 31, 2018 at no increase in cost.  Bid Documents Fee $25.00 (Company Check or Money Order) Payable to NYCHHC Non-refundable.    Mandatory Pre-Bid Meetings and Site Tours are as follows: 10:30 AM on Thursday, December 18, 2014 on 24th Fl (Conf. Room 24-078) at 55 Water Street, NYC and Friday, December 19, 2014 at 10:00 AM at 55 Water Street, 25th Fl.(Conf. Room 25-069).  As a pre-requisite for bidding on the contract,  you must attend one of these meetings.    Technical Questions must be submitted in writing by Email, no later than five (5) calendar days before Bid Opening to Clifton Mc Laughlin.  Requires Trade Licenses (Where Applicable). Under Article 15A of The State of New York, The Following M/WBE Goals Apply to This Contract MBE 22 percent and WBE 8 percent . These Goals Apply to any Bid Submitted of $100,000 or more. Bidders not complying with these Terms will have their bids declared Non-Responsive 
20141119004|2014-11-25 00:00:00|2014-11-25 00:00:00|819|Health and Hospitals Corporation|Contract Services|1|Solicitation|5|Construction/Construction Services|INDEFINITE QUANTITY CONSTRUCTION CONTRACT - GC1, NOT TO EXCEED 6M|1|Competitive Sealed Bids|6|Procurement|||15-IQCC-GC1|2014-12-16 13:30:00|55 Water Street, 25th Floor, New York, NY 10041|Clifton Mc Laughlin|2124423658|mclaughc@nychhc.org|55 Water Street, 25th Floor, New York, NY 10041||someuser|5511234567|20141119004||NYCHHC Indefinite Quantity Construction Contract, General Construction 15-IQCC-GC-1, Not to Exceed $6,000,000 at Various Locations-CityWide.  Bid Documents Fee $30.00 (Company Check or Money Order) Payable to NYCHHC Non-refundable.   MANDATORY Pre-Bid Meetings are scheduled for Thursday, December 4 and Friday, December 5, 2014 at 10:00 AM, Rooms C and D, Concourse Level, 55 Water Street, New York, NY 10041.  Technical Questions must be submitted in writing by Email, no later than five (5) calendar days before Bid Opening to Clifton Mc Laughlin.  Requires Trade Licenses (Where Applicable). Under Article 15A of The State of New York, The Following M/WBE Goals Apply to This Contract MBE 24 percent and WBE 6 percent . These Goals Apply to any Bid Submitted of $100,000 or more. Bidders not complying with these Terms will have their bids declared Non-Responsive ||||INDEFINITE QUANTITY CONSTRUCTION CONTRACT - GC1, NOT TO EXCEED 6M - Competitive Sealed Bids - PIN# 15-IQCC-GC1 - Due 12-16-14 at 1:30 P.M.  NYCHHC Indefinite Quantity Construction Contract, General Construction 15-IQCC-GC-1, Not to Exceed $6,000,000 at Various Locations-CityWide.  Bid Documents Fee $30.00 (Company Check or Money Order) Payable to NYCHHC Non-refundable.   MANDATORY Pre-Bid Meetings are scheduled for Thursday, December 4 and Friday, December 5, 2014 at 10:00 AM, Rooms C and D, Concourse Level, 55 Water Street, New York, NY 10041.  Technical Questions must be submitted in writing by Email, no later than five (5) calendar days before Bid Opening to Clifton Mc Laughlin.  Requires Trade Licenses (Where Applicable). Under Article 15A of The State of New York, The Following M/WBE Goals Apply to This Contract MBE 24 percent and WBE 6 percent . These Goals Apply to any Bid Submitted of $100,000 or more. Bidders not complying with these Terms will have their bids declared Non-Responsive 
